RowNumber,Country,Region - Broad,Region - Specific,Data_Protection_Law,Data_Protection_Law_Source,DPA_Independence,DPA_Independence_Source,Children_Data_Safeguards,Children_Data_Safeguards_Source,COP_Strategy,COP_Strategy_Source,SOGI_Sensitive_Data,SOGI_Sensitive_Data_Source,LGBTQ_Legal_Status,LGBTQ_Legal_Status_Source,Promotion_Propaganda_Offences,Promotion_Propaganda_Offences_Source,AI_Policy_Status,AI_Policy_Status_Source,DPIA_Required_High_Risk_AI,DPIA_Required_High_Risk_AI_Source,SIM_Biometric_ID_Linkage,SIM_Biometric_ID_Linkage_Source,DP,DI,CD,CS,SD,LS,PO,AI,HR,ID,protection_index,Risk_index,region_norm,RowNumber.1,OLD_MAX,OLD_MIN,OLD_MAX - OLD_MIN,NEW_MAX,NEW_MIN,NEW_MAX-NEW_MIN
120,Namibia,Africa,SADC,No law yet. Draft Data Protection Bill (2022) under consultation; government to table in Sept 2025.,https://digitalpolicyalert.org/event/7358-mict-opens-public-consultation-on-draft-data-protection-bill-including-establishment-of-data-protection-supervisory-authority ; https://thebrief.com.na/2025/08/namibias-data-protection-bill-to-be-tabled-in-september/,No DPA exists yet. Draft Bill establishes a Supervisory Authority that is notionally independent.,https://action-namibia.org/wp-content/uploads/2022/10/Data-Protection-Bill-March-2022.pdf,Draft Bill: parental/guardian consent required for processing child data; best interests principle. Child Care and Protection Act 2015 prohibits disclosure of child’s identity in legal/HIV contexts.,https://action-namibia.org/wp-content/uploads/2022/10/Data-Protection-Bill-March-2022.pdf ; https://namblii.org/akn/na/act/2015/3/eng@2019-11-14/source.pdf,National COP Task Force established with UNICEF support; research project into online grooming (2019–2022).,https://www.unicef.org/namibia/media/1641/file/An%20exploratory%20into%20the%20nature%20and%20dynamics%20of%20online%20grooming%20in%20Namibia.pdf ; https://www.itu.int/en/cop/Documents/profiles/namibia.pdf,Draft Bill defines sexual orientation as a “special category” of data (with heightened safeguards).,https://action-namibia.org/wp-content/uploads/2022/10/Data-Protection-Bill-March-2022.pdf,Consensual same-sex intimacy decriminalised in 2024 (Supreme Court ruling). Marriage Act 2024 excludes same-sex marriages (not commenced).,https://namblii.org/akn/na/judgment/naclhc/2024/33 ; https://namblii.org/akn/na/act/2024/14/eng@2024-12-30,No propaganda bans. Broadcasting Code (2018) prohibits hate speech (including on sexual orientation) but does not restrict LGBTQ expression.,https://gazettes.africa/akn/na/officialGazette/government-gazette/2018-10-31/6750/eng@2018-10-31/source ; https://www.cran.na/download/broadcasting-code-for-broadcasting-licensees-6750-602-31october-2018/,No AI-specific Act. Namibia joined UNESCO AI Readiness (Aug 2025) and launched National Digital Strategy 2025–2028. AI governance groundwork linked to pending Data Protection Bill.,https://www.unesco.org/en/artificial-intelligence/ram/namibia ; https://www.mict.gov.na/policies/downloads ; https://thebrief.com.na/2025/08/namibias-data-protection-bill-to-be-tabled-in-september/,"Draft Bill requires DPIAs for high-risk processing (extensive profiling, large-scale sensitive data, public monitoring).",https://action-namibia.org/wp-content/uploads/2022/10/Data-Protection-Bill-March-2022.pdf,"SIM registration mandatory (since 2023). Requires government photo ID and proof of address. Civil Registration and Identification Act 2024 provides for biometric ID, but not yet in force.",https://namibiafactcheck.org.na/news-item/explainer-what-information-should-be-collected-during-sim-card-registration/ ; https://namblii.org/akn/na/act/2024/13/eng@2024-10-25/source.pdf,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,120,18.0,7.0,11.0,16.0,1.0,15.0
155,Seychelles,Africa,SADC,"Data Protection Act 2023 (Act 24 of 2023) — repealed 2003 law; commenced Dec 22, 2023.",https://seylii.org/akn/sc/act/2023/24/eng%402023-12-22 ; https://globalcompliancenews.com/publications/data-protection-law-now-in-force-in-seychelles/,"Oversight by Information Commission, established under ATI Act 2018, independent authority.",https://seylii.org/akn/sc/act/2018/4/eng%402018-07-24/source.pdf ; https://seylii.org/akn/sc/act/2023/24/eng%402023-12-22,DPA 2023 s.23: special safeguards for minors. Children’s (Amendment) Act 2020 strengthened protections.,https://seylii.org/akn/sc/act/2023/24/eng%402023-12-22 ; https://seylii.org/akn/sc/act/2020/18,"No national COP strategy, but cybersecurity strategy (2019–2020) created child protection unit, and ITU/Commonwealth initiatives in place.",https://ict.gov.sc/documents/Policies/Seychelles%20National%20Cybersecurity%20Policy%202019.pdf ; https://police.gov.sc/about-us/roles-and-functions/child-protection-unit,DPA 2023 defines “sensitive data” including sexual orientation/sex life.,https://seylii.org/akn/sc/act/2023/24/eng%402023-12-22,Same-sex relations decriminalised by Penal Code (Amendment) Act 2016. No recognition of same-sex marriage.,https://seylii.org/akn/sc/act/2016/11 ; https://www.humandignitytrust.org/news/seychelles-decriminalises-consensual-same-sex-sexual-relations/,No propaganda or morality-based restrictions identified.,https://seylii.org/akn/sc/act/2010/11 ; https://seylii.org/akn/sc/act/1952/1/eng%402020-06-01,No dedicated AI law or strategy. Tech governance handled through Data Protection Act 2023 and digital/cyber policies.,https://seylii.org/akn/sc/act/2023/24/eng%402023-12-22 ; https://ict.gov.sc/documents/Policies/Seychelles%20National%20Cybersecurity%20Policy%202019.pdf,DPA 2023 requires DPIAs for processing likely to result in high risk (s.48(4)).,https://seylii.org/akn/sc/act/2023/24/eng%402023-12-22,SIM registration mandatory (2020–2021) using national ID. No biometric capture required; SeyID (digital ID) includes biometrics but not used for SIM.,https://www.nation.sc/articles/7243/stricter-sim-card-registration-to-curb-criminality ; https://www.ics.gov.sc/civil-status/national-identity-card,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,,,,155,18.0,7.0,11.0,16.0,1.0,15.0
162,South Africa,Africa,SADC,"Protection of Personal Information Act (POPIA), 2013 — in force.",https://lawlibrary.org.za/akn/za/act/2013/4/eng,"Information Regulator established under POPIA; independent, impartial, accountable to Parliament (s.39).",https://lawlibrary.org.za/akn/za/act/2013/4/eng%402013-11-26/provision/chp_5_part_A_sec_39 ; https://inforegulator.org.za/about/,POPIA prohibits processing children’s personal data unless narrow exceptions apply (ss.34–35).,https://lawlibrary.org.za/akn/za/act/2013/4/eng%402013-11-26/provision/chp_3_part_B_sec_34,National Child Protection (COP) programmes in place. POPIA + Films and Publications and Digital Technologies; supported by Films and Publications Amendment Act 2019 and Cybercrimes Act 2020.,https://www.ddct.gov.za/sa-national-ai-policy-framework-file/338-sa-national-ai-policy-framework.html ; https://www.gov.za/documents/films-and-publications-amendment-act-11-2019-0 ; https://www.justice.gov.za/legislation/acts/2020-019.pdf,POPIA defines “special personal information” including sexual orientation and sex life.,https://lawlibrary.org.za/akn/za/act/2013/4/eng%402013-11-26/provision/chp_3_part_A_sec_26,Constitutional equality clause (s.9) prohibits discrimination on sexual orientation. Civil Union Act 2006 allows same-sex marriage.,https://www.concourt.org.za/images/phocadownload/tet_english-2003.pdf ; https://lawlibrary.org.za/akn/za/act/2006/17/eng%402006-11-30/source,No propaganda bans or morality policing restricting LGBTQ expression.,https://www.gov.za/documents/promotion-equality-and-prevention-unfair-discrimination-act ; https://www.sahrc.org.za/home/21/files/Hate%20Speech%20Information%20Sheet-%20print%20ready-.pdf,National AI Policy Framework published (Oct 2024) for consultation. AI Institute of South Africa launched Nov 2022 (UJ/TUT hubs). No binding AI Act.,https://www.ddct.gov.za/sa-national-ai-policy-framework-file/338-sa-national-ai-policy-framework.html ; https://www.gov.za/news/media-advisories/minister-khumbudzo-ntshavheni-launches-artificial ; https://www.ddct.gov.za/minister-s-speeches/534-south-africa-s-digital-transformation-infrastructure-roadmap.html,POPIA Regulations (2018) require information officers to perform DPIAs. Regulator may require prior authorisation for high-risk processing (s.57).,https://www.gov.za/sites/default/files/gcis_document/201805/41726gon1383.pdf ; https://inforegulator.org.za/wp-content/uploads/2021/06/Guidance-Note-on-Applications-for-Prior-Authorization-Section-57-and-58.pdf,"SIM registration mandated by RICA 2002. Requires ID and proof of address, but no biometric requirement (biometric proposals not enacted).",https://www.gov.za/documents/regulation-interception-communications-and-provision-communication-related-information-act ; https://www.icasa.org.za/uploads/files/Gen-900-of-2022-Numbering-Plan-Regs-Amendments-Draft.pdf,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,162,18.0,7.0,11.0,16.0,1.0,15.0
173,Tanzania,Africa,SADC,Personal Data Protection Act 2022 (Act 11/2022) in force; operationalised by 2023 Regulations. Establishes the Personal Data Protection Commission (PDPC).,https://elibrary.osg.go.tz/items/7fab6bda-5f8b-4923-a4aa-981c98c15806 ; https://tanzlii.org/akn/tz/act/gn/2023/449c/eng%402023-07-04,"PDPC established with legal personality, but appointment/budget controlled by President/Minister → limited independence.",https://elibrary.osg.go.tz/items/7fab6bda-5f8b-4923-a4aa-981c98c15806,PDPA 2022 defines sensitive data to include children’s data; requires DPIAs for processing involving children or vulnerable groups.,https://www.mawasiliano.go.tz/uploads/documents/sw-1691159153-GN%20NO.%20449C%20OF%202023.pdf ; https://tanzlii.org/akn/tz/act/2009/21/eng%402019-12-31,No stand-alone COP strategy. TCRA runs COP programme and reporting support; included in national plans on ending violence against children.,https://tcra.go.tz/pages/child-online-protection-cop ; https://www.itu.int/en/cop/Documents/tanzania/what-we-do-child-protection,"PDPA defines sensitive data to include “gender” and “sex life,” capturing SOGI attributes.",https://elibrary.osg.go.tz/items/7fab6bda-5f8b-4923-a4aa-981c98c15806,Same-sex conduct criminalised under Penal Code (Mainland) and Penal Decree 2004 (Zanzibar).,https://tanzlii.org/akn/tz/act/gn/2002/na-1/eng%402002-06-15 ; http://www.zanzibarassembly.go.tz/uploads/acts/2018_1535622805.pdf,"No propaganda law. But Online Content Regulations (2020/2022) allow takedown of “obscene/indecent” content, used to restrict LGBTQ expression.",https://www.tcra.go.tz/documents/regulations,"No binding AI Act. In 2025, Ministry of Education issued “Guidelines for the Use of Generative AI in Education.” Draft National AI Strategy under preparation with UNESCO/AU support.",https://www.education.go.tz/uploads/publications/en-1734439976-Guidelines%20for%20the%20Use%20of%20Generative%20AI%20in%20the%20Education%20Sector%202025-2028.pdf ; https://tanzania.un.org/sites/default/files/2025-07/National%20AI%20Readiness%20Report.pdf,"2023 Regulations require DPIAs for automated decision-making, profiling, biometric/genetic data, and child data.",https://www.mawasiliano.go.tz/uploads/documents/sw-1691159153-GN%20NO.%20449C%20OF%202023.pdf,SIM registration mandatory under 2020 Regulations. Anchored to National ID (NIN) with biometric fingerprint verification.,https://tanzlii.org/akn/tz/act/gn/2020/112/eng%402020-02-07 ; https://tcra.go.tz/uploads/documents/sw-1619088062-The%20Electronic%20and%20Postal%20Communications%20%28SIM%20Card%20Registration%29%20Regulations%202020.pdf,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,173,18.0,7.0,11.0,16.0,1.0,15.0
194,Zambia,Africa,SADC,"Data Protection Act No. 3 of 2021, in force. Establishes the Office of the Data Protection Commissioner.",https://zambialii.org/zm/legislation/act/2021/3/ ; https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Office of the Data Protection Commissioner established as independent authority, though appointments made by President.",https://zambialii.org/zm/legislation/act/2021/3/,"Data Protection Act 2021 includes children’s data as sensitive (s.2, s.6). ICT Policy (2023) recognises child online safety.",https://zambialii.org/zm/legislation/act/2021/3/ ; https://www.smartzambia.gov.zm/download/national-digital-transformation-strategy-2023-2027/,No standalone COP strategy. Digital Transformation Strategy 2023–2027 references online child safety.,https://www.smartzambia.gov.zm/download/national-digital-transformation-strategy-2023-2027/,"Act defines “sensitive personal data” to include sex life (s.2), covering sexual orientation.",https://zambialii.org/zm/legislation/act/2021/3/,Same-sex conduct criminalised under Penal Code (ss.155–158). No anti-discrimination protections.,https://www.humandignitytrust.org/country-profile/zambia/ ; https://ilga.org/ilga-world-maps/,"No explicit propaganda bans, but Penal Code morality/indecency provisions restrict LGBTQ expression.",https://www.humandignitytrust.org/country-profile/zambia/,No AI-specific law. National Digital Transformation Strategy 2023–2027 references AI. Zambia also endorsed the AU Continental AI Strategy (2024).,https://www.smartzambia.gov.zm/download/national-digital-transformation-strategy-2023-2027/ ; https://au.int/en/documents/20240620/continental-strategy-artificial-intelligence-africa-2024,"Act requires DPIAs for high-risk processing, including profiling and automated decisions.",https://zambialii.org/zm/legislation/act/2021/3/,SIM registration mandatory since 2012; updated directives (2019) require biometric capture (fingerprint/photo) for SIM activation.,https://www.zicta.zm/storage/posts/attachments/vm2jMl0bxTm9K0F2jB0uCzY0g1nB1RCsbi2a.pdf ; https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,194,18.0,7.0,11.0,16.0,1.0,15.0
195,Zimbabwe,Africa,SADC,"Cybersecurity and Data Protection Act, 2021 (Act 5/2021) — in force, GDPR-inspired. Creates Cybersecurity and Monitoring Centre and Data Protection Authority.",https://www.veritaszim.net/node/5577 ; https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Data Protection Authority located within POTRAZ (telecom regulator), limiting independence.",https://www.veritaszim.net/node/5577,"2021 Act defines “child” as under 18, requires parental consent for processing minors’ data. Child Protection and Welfare Act 2022 strengthens safeguards.",https://www.veritaszim.net/node/5577 ; https://www.veritaszim.net/node/6289,No stand-alone COP strategy. 2023 Child Online Protection Framework developed by Ministry of ICT and Cyber Security.,https://www.postzim.co.zw/2023/10/child-online-protection-framework-launched/ ; https://www.veritaszim.net/node/6289,"2021 Act defines “sensitive data” including sex life, covering sexual orientation.",https://www.veritaszim.net/node/5577,Same-sex conduct criminalised under Criminal Law (Codification and Reform) Act (ss.73). No protections against SOGI discrimination.,https://www.humandignitytrust.org/country-profile/zimbabwe/ ; https://ilga.org/ilga-world-maps/,"No propaganda laws, but broad morality/indecency provisions in Criminal Law Act enable restrictions against LGBTQ expression.",https://www.humandignitytrust.org/country-profile/zimbabwe/,"No binding AI Act. Government references AI in National ICT Policy (2016, updated 2020) and Digital Economy Blueprint (2020). Draft AI/Big Data strategy under preparation (2024–2025).",https://aipolicyportal.org/states/zimbabwe ; https://www.techzim.co.zw/2024/06/zimbabwes-ministry-of-ict-drafting-ai-and-big-data-strategy/,"2021 Act requires Data Protection Impact Assessments for high-risk processing (sensitive data, profiling, cross-border transfers).",https://www.veritaszim.net/node/5577,SIM registration mandatory since 2011 (Regulations SI 95/2014). Requires ID; biometric SIM registration introduced in 2022 directive (face/photo capture).,https://www.techzim.co.zw/2022/03/potraz-now-requiring-biometric-registration-for-sim-cards/ ; https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,195,18.0,7.0,11.0,16.0,1.0,15.0
22,Bolivia (Plurinational State of),Americas,Andean Community,Draft (Personal Data Protection Bill 2021; not yet enacted),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (no operational DPA),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (Child Code; no COP strategy),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/bolivia-plurinational-state-of/,No,https://www.unicef.org/bolivia-plurinational-state-of/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (same-sex sexual acts legal; no recognition of unions),https://www.humandignitytrust.org/country-profile/bolivia-plurinational-state-of/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Draft/Early (AI mentioned in national digital economy agendas; no standalone strategy),https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (biometric SIM registration required),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,22,,,,,,
53,Ecuador,Americas,Andean Community,"In force (Organic Law on Protection of Personal Data, 2021)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Superintendence established),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (explicit COP safeguards in law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/ecuador/,Partial (child digital safety initiatives),https://www.unicef.org/ecuador/,Yes (sexual orientation listed as sensitive data),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (2019 ruling),https://www.humandignitytrust.org/country-profile/ecuador/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Draft/Early (national digital agenda; no standalone AI strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=EC; https://www.unesco.org/ethics-ai/en/global-hub,Yes (DPIAs required under law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM registration tied to national ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,53,,,,,,
136,Peru,Americas,Andean Community,In force — Law No. 29733 (2011),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — authority under Ministry of Justice,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/peru/,Partial,https://www.unicef.org/peru/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — no recognition,https://www.humandignitytrust.org/country-profile/peru/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early — AI in Digital Agenda 2.0,https://en.unesco.org/artificial-intelligence/observatory/policies?country=PE; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,136,,,,,,
191,Venezuela (Bolivarian Republic of),Americas,Andean Community,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/venezuela-bolivarian-republic-of/,No,https://www.unicef.org/venezuela-bolivarian-republic-of/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal,https://www.humandignitytrust.org/country-profile/venezuela-bolivarian-republic-of/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early — Digital Agenda 2025,https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,191,,,,,,
7,Antigua and Barbuda,Americas,CARICOM,In force (Data Protection Act 2013),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate (Office of the Data Protection Commissioner),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (child protection law; no COP strategy),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/antigua-and-barbuda/,No,https://www.unicef.org/antigua-and-barbuda/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (sodomy law struck down 2022),https://www.humandignitytrust.org/country-profile/antigua-and-barbuda/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,None (no dedicated AI strategy identified),https://en.unesco.org/artificial-intelligence/observatory/policies?country=AG; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,7,,,,,,
13,Bahamas,Americas,CARICOM,In force (Data Protection (Privacy of Personal Information) Act 2003),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate (Data Protection Commissioner under executive),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (Child Protection Act; no COP strategy),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/bahamas/,No,https://www.unicef.org/bahamas/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Criminalised (same-sex conduct criminalised, not enforced)",https://www.humandignitytrust.org/country-profile/bahamas/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,None (no AI strategy identified),https://en.unesco.org/artificial-intelligence/observatory/policies?country=BS; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,13,,,,,,
16,Barbados,Americas,CARICOM,"In force (Data Protection Act 2019, in force 2021)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate (Data Protection Commissioner established),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (Child Protection Act; no national COP strategy),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/barbados/,No,https://www.unicef.org/barbados/,No (not explicit in law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (High Court struck down sodomy law 2022),https://www.humandignitytrust.org/country-profile/barbados/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Draft/Early (AI elements in Digital Strategy 2021–2026),https://en.unesco.org/artificial-intelligence/observatory/policies?country=BB; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,16,,,,,,
19,Belize,Americas,CARICOM,Draft (Data Protection Bill pending; no enacted law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (no independent DPA yet),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (Child Protection Act; no COP strategy),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/belize/,No,https://www.unicef.org/belize/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (sodomy law struck down 2016),https://www.humandignitytrust.org/country-profile/belize/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,None (no AI strategy identified),https://en.unesco.org/artificial-intelligence/observatory/policies?country=BZ; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,19,,,,,,
43,Cuba,Americas,CARICOM,Draft (no comprehensive DP law; constitutional provisions only),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (no independent DPA; state ministries oversee data),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (Child protection laws; no formal COP strategy),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/cuba/,No,https://www.unicef.org/cuba/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (same-sex marriage legalized in 2022 Family Code referendum),https://www.humandignitytrust.org/country-profile/cuba/; https://ilga.org/ilga-world-maps/,Yes (restrictions on online content remain),https://ilga.org/ilga-world-maps/,Draft/Early (AI mentioned in national digitalization policies; no formal strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=CU; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (biometric SIM registration required),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,43,,,,,,
51,Dominica,Americas,CARICOM,Draft (no comprehensive law in force),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (no dedicated DPA),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general child rights; no COP law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/dominica/,Partial (awareness programs; no national strategy),https://www.unicef.org/dominica/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Decriminalised (High Court ruling, 2022)",https://www.humandignitytrust.org/country-profile/dominica/; https://ilga.org/ilga-world-maps/,No (no propaganda bans),https://ilga.org/ilga-world-maps/,None (no AI strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=DM; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory SIM registration with ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,51,,,,,,
52,Dominican Republic,Americas,CARICOM,"In force (Law No. 172-13 on Personal Data Protection, 2013)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate (DPA exists but limited capacity),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general child rights provisions; no dedicated COP law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/dominican-republic/,No,https://www.unicef.org/dominican-republic/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no criminalisation; no recognition of partnerships),https://www.humandignitytrust.org/country-profile/dominican-republic/; https://ilga.org/ilga-world-maps/,Proposed/Unclear (morality/public decency restrictions),https://ilga.org/ilga-world-maps/,Draft/Early (elements in Agenda Digital 2030; no standalone AI strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=DO; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory SIM registration; biometric ID used),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,52,,,,,,
70,Grenada,Americas,CARICOM,Draft (bill under discussion),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/grenada/,No,https://www.unicef.org/grenada/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (sodomy laws in force),https://www.humandignitytrust.org/country-profile/grenada/; https://ilga.org/ilga-world-maps/,Yes (morality/public decency laws),https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=GD; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIMs linked to ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,70,,,,,,
